task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	15/fb7951	2228359	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (KA1)	COMPLETED	0	2025-02-28 20:12:55.537	53.7s	52.3s	6.7%	5.2 MB	7.9 MB	3.2 GB	3.2 GB
7	30/6faec6	2228149	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (NB1)	COMPLETED	0	2025-02-28 20:12:55.403	1m 29s	1m 28s	4.9%	5.2 MB	7.9 MB	3.8 GB	3.8 GB
2	95/7dad38	2228241	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (KA2)	COMPLETED	0	2025-02-28 20:12:55.425	2m 9s	2m 7s	4.6%	5.2 MB	7.9 MB	5 GB	5 GB
6	e9/e05d67	2228209	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (NA2)	COMPLETED	0	2025-02-28 20:12:55.417	2m 11s	2m 9s	4.4%	5.2 MB	7.9 MB	4.8 GB	4.8 GB
11	b0/e0bae1	2236991	NFCORE_METATDENOVO:METATDENOVO:FASTQC_TRIMGALORE:FASTQC (KA1)	COMPLETED	0	2025-02-28 20:13:49.280	1m 47s	1m 46s	197.4%	668.1 MB	4.3 GB	3.2 GB	4 MB
4	be/29a444	2228110	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (KB2)	COMPLETED	0	2025-02-28 20:12:55.384	2m 53s	2m 52s	4.8%	5.2 MB	7.9 MB	6.6 GB	6.6 GB
5	62/c3248e	2228175	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (NA1)	COMPLETED	0	2025-02-28 20:12:55.410	3m 4s	3m 2s	5.1%	5.2 MB	7.9 MB	7.1 GB	7.1 GB
8	ee/71934e	2228125	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (NB2)	COMPLETED	0	2025-02-28 20:12:55.395	3m 12s	3m 11s	5.3%	5.2 MB	7.9 MB	7.7 GB	7.7 GB
3	84/d13433	2228298	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (KB1)	COMPLETED	0	2025-02-28 20:12:55.457	3m 13s	3m 11s	5.3%	5.1 MB	7.9 MB	7.9 GB	7.9 GB
14	50/4a0776	2244560	NFCORE_METATDENOVO:METATDENOVO:FASTQC_TRIMGALORE:FASTQC (NB1)	COMPLETED	0	2025-02-28 20:14:24.688	2m 41s	2m 40s	168.1%	810.5 MB	4.4 GB	3.8 GB	4 MB
