assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,bases_n,proportion_n,score,optimal_score,cutoff,weighted
/data/dl/metatdenovo/metatdenovo-paper/nextflow/mst-1/work/e8/5c30643606d5b556bd2f47e9e856d8/megahit_assembly.contigs.fa,48826,200,67233,42340402,867.16917,0,9799,156,22769,65.57515,384,637,1094,2167,6903,0.42188,0,0.0,NA,NA,NA,NA
