assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,bases_n,proportion_n,score,optimal_score,cutoff,weighted
/data/dl/metatdenovo/metatdenovo-paper/nextflow/mst-1/work/97/8d8717fae2e982b6365524a11f8053/megahit_assembly.contigs.fa,97513,200,103660,68734171,704.87187,0,12667,195,36304,69.84174,347,492,777,1495,5231,0.43373,0,0.0,NA,NA,NA,NA
