task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	66/ebf3b1	3674953	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (KA1)	COMPLETED	0	2025-03-11 16:33:13.219	1m 3s	1m 1s	6.4%	5.2 MB	7.9 MB	3.2 GB	3.2 GB
7	5f/32857c	3674890	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (NB1)	COMPLETED	0	2025-03-11 16:33:13.207	1m 39s	1m 37s	4.8%	5.2 MB	7.9 MB	3.8 GB	3.8 GB
6	36/0f8d0f	3674979	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (NA2)	COMPLETED	0	2025-03-11 16:33:13.226	2m 10s	2m 8s	4.9%	5.2 MB	7.9 MB	4.8 GB	4.8 GB
2	06/aef877	3674867	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (KA2)	COMPLETED	0	2025-03-11 16:33:13.200	2m 11s	2m 10s	5.1%	5.2 MB	7.9 MB	5 GB	5 GB
12	18/a40bdf	3684599	NFCORE_METATDENOVO:METATDENOVO:FASTQC_TRIMGALORE:FASTQC (KA1)	COMPLETED	0	2025-03-11 16:34:15.808	1m 55s	1m 54s	191.2%	672.6 MB	4.5 GB	3.2 GB	4 MB
4	9f/8fe33b	3674855	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (KB2)	COMPLETED	0	2025-03-11 16:33:13.191	3m	2m 59s	5.2%	5.2 MB	7.9 MB	6.6 GB	6.6 GB
5	33/82ac3d	3675013	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (NA1)	COMPLETED	0	2025-03-11 16:33:13.233	3m 16s	3m 14s	5.2%	5.2 MB	7.9 MB	7.1 GB	7.1 GB
3	3d/06a326	3674916	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (KB1)	COMPLETED	0	2025-03-11 16:33:13.213	3m 22s	3m 20s	5.8%	5.1 MB	7.9 MB	7.9 GB	7.9 GB
8	9a/592cf7	3675053	NFCORE_METATDENOVO:METATDENOVO:CAT_FASTQ (NB2)	COMPLETED	0	2025-03-11 16:33:13.243	3m 32s	3m 31s	5.3%	5.2 MB	7.9 MB	7.7 GB	7.7 GB
13	59/72503e	3692476	NFCORE_METATDENOVO:METATDENOVO:FASTQC_TRIMGALORE:FASTQC (NB1)	COMPLETED	0	2025-03-11 16:34:53.223	2m 38s	2m 38s	170.1%	674.6 MB	4.4 GB	3.8 GB	4 MB
16	a5/151a6a	3703932	NFCORE_METATDENOVO:METATDENOVO:FASTQC_TRIMGALORE:FASTQC (NA2)	COMPLETED	0	2025-03-11 16:36:10.442	2m 50s	2m 50s	188.1%	737.1 MB	4.5 GB	4.8 GB	4.7 MB
18	80/1c0b46	3704694	NFCORE_METATDENOVO:METATDENOVO:FASTQC_TRIMGALORE:FASTQC (KA2)	COMPLETED	0	2025-03-11 16:36:13.575	3m	3m	184.3%	611.4 MB	4.5 GB	5 GB	4 MB
