task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
42	ce/b37e6f	2800446	NFCORE_METATDENOVO:METATDENOVO:BBMAP_ALIGN (NB2)	CACHED	0	2023-10-09 20:58:38.443	4m 18s	4m 17s	658.8%	23.3 GB	42.7 GB	9.5 GB	9.4 GB
41	72/d74b98	2780283	NFCORE_METATDENOVO:METATDENOVO:BBMAP_ALIGN (NA2)	CACHED	0	2023-10-09 20:48:53.537	9m 45s	9m 44s	633.3%	23.2 GB	42.6 GB	12.5 GB	12.3 GB
43	4e/d51bbb	2772450	NFCORE_METATDENOVO:METATDENOVO:BBMAP_ALIGN (NB1)	CACHED	0	2023-10-09 20:45:29.702	3m 24s	3m 23s	661.3%	21.5 GB	42.6 GB	7.2 GB	7.1 GB
40	e2/9c412e	2707629	NFCORE_METATDENOVO:METATDENOVO:BBMAP_ALIGN (KB2)	CACHED	0	2023-10-09 20:20:45.752	5m 35s	5m 33s	570.1%	18.5 GB	42.7 GB	6.7 GB	6.6 GB
50	aa/c7351c	2822884	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (NB2)	CACHED	0	2023-10-09 21:03:28.992	36.5s	35s	271.3%	5 GB	6.6 GB	1.5 GB	1.1 GB
48	df/1ec861	2816378	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (NA1)	CACHED	0	2023-10-09 21:02:36.608	33.1s	31s	268.6%	4 GB	6.1 GB	1.2 GB	947.4 MB
52	5c/33ea70	2818618	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (NB1)	CACHED	0	2023-10-09 21:02:56.369	35.2s	34s	230.0%	3.7 GB	6.1 GB	1.1 GB	868.7 MB
53	61/1028c5	2808460	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (KB2)	CACHED	0	2023-10-09 21:02:00.954	28.9s	28s	269.9%	3.5 GB	6.1 GB	1 GB	849.2 MB
49	83/e5f9a8	2819753	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (NA2)	CACHED	0	2023-10-09 21:03:09.732	1m 13s	1m 12s	204.3%	5.4 GB	6.6 GB	2.6 GB	2.3 GB
46	e2/3a6c1f	2733169	NFCORE_METATDENOVO:METATDENOVO:BBMAP_ALIGN (KA1)	CACHED	0	2023-10-09 20:30:20.783	2m 39s	2m 34s	546.9%	3.7 GB	42.7 GB	3.1 GB	2.9 GB
54	28/4cebba	2826122	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (NB2)	CACHED	0	2023-10-09 21:04:05.509	9.3s	7s	116.3%	25.8 MB	220.9 MB	1.1 GB	3.5 MB
57	6e/07d25c	2819818	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (NA1)	CACHED	0	2023-10-09 21:03:09.822	10.2s	8s	97.4%	25.5 MB	220.9 MB	947.5 MB	3.5 MB
56	63/1a1a6d	2815347	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (KB2)	CACHED	0	2023-10-09 21:02:30.883	8.4s	5s	135.2%	24.5 MB	220.9 MB	849.3 MB	3.2 MB
47	a7/2c9c8d	2740433	NFCORE_METATDENOVO:METATDENOVO:BBMAP_ALIGN (KB1)	CACHED	0	2023-10-09 20:32:59.913	7m 20s	7m 16s	568.8%	23.3 GB	42.7 GB	8.9 GB	8.8 GB
51	83/3a7a88	2808462	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (KA2)	CACHED	0	2023-10-09 21:02:00.957	18.6s	17s	291.4%	2.3 GB	5.8 GB	695.4 MB	546.4 MB
61	99/8b7206	2815113	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (KB1)	CACHED	0	2023-10-09 21:02:29.879	39.9s	39s	249.5%	4.7 GB	6.2 GB	1.4 GB	1.1 GB
58	59/ec6674	2823526	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (NB1)	CACHED	0	2023-10-09 21:03:32.544	7.7s	7s	107.2%	25.2 MB	220.9 MB	868.8 MB	3.4 MB
62	bc/fa0ceb	2813725	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (KA2)	CACHED	0	2023-10-09 21:02:20.592	6.4s	4s	131.1%	23 MB	220.9 MB	546.5 MB	3 MB
63	95/3ea67f	2813541	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (KA1)	CACHED	0	2023-10-09 21:02:19.587	17s	14s	249.6%	1.6 GB	5.8 GB	475.4 MB	373.6 MB
55	9e/bc5283	2827490	NFCORE_METATDENOVO:METATDENOVO:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (NA2)	CACHED	0	2023-10-09 21:04:22.861	18.3s	6s	144.4%	23 MB	220.9 MB	1.2 GB	2.9 MB
