assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,bases_n,proportion_n,score,optimal_score,cutoff,weighted
/data/dl/metatdenovo/metatdenovo-paper/nextflow/mst-1/work/8b/eaf369e16ac10622d9d7040bccabf4/spades.seqtk-seq.fasta,85839,200,50336,60838696,708.75355,0,12968,262,25694,65.08355,270,543,1141,2563,7510,0.42127,6520,0.00011,NA,NA,NA,NA
