assembly,n_seqs,smallest,largest,n_bases,mean_len,n_under_200,n_over_1k,n_over_10k,n_with_orf,mean_orf_percent,n90,n70,n50,n30,n10,gc,bases_n,proportion_n,score,optimal_score,cutoff,weighted
/data/dl/metatdenovo/metatdenovo-paper/nextflow/mst-1/work/45/83778dfbc329181a15e4fafbf60e6b/megahit_assembly.contigs.fa,48711,200,67233,42319662,868.79066,0,9838,160,22758,65.54476,385,640,1100,2170,6904,0.42189,0,0.0,NA,NA,NA,NA
